corridor,direction,baseline,metric,value,horizon
E4,-1,B2_w5,RMSE,7.8175247752800425,3
E4,aggregate,B2_w5,RMSE,7.849346015601591,5
E4,-1,B2_w5,RMSE,8.361851822557865,5
E4,+1,B2_w5,RMSE,7.048780753330628,5
E4,aggregate,B2_w5,RMSE,8.65031484267182,10
E4,+1,B2_w5,RMSE,7.892783849538279,10
E4,-1,B2_w5,RMSE,9.140990972677715,10
E4,-1,B3,RMSE,6.4303081273492,1
E4,+1,B3,RMSE,4.864523602587724,1
E4,aggregate,B3,RMSE,5.838451805534515,1
E4,+1,B3,RMSE,6.015302422542246,3
E4,aggregate,B3,RMSE,6.886850846435453,3
E4,-1,B3,RMSE,7.433835783225222,3
E4,+1,B3,RMSE,6.7076529013665755,5
E4,-1,B3,RMSE,8.031135385590023,5
E4,aggregate,B3,RMSE,7.515983545532221,5
E4,-1,B3,RMSE,8.884715512280192,10
E4,+1,B3,RMSE,7.592128409751848,10
E4,aggregate,B3,RMSE,8.378161370619708,10
E4,+1,B4_HA,RMSE,6.354703645399465,1
E4,aggregate,B4_HA,RMSE,7.061913552416089,1
E4,-1,B4_HA,RMSE,7.515239630476031,1
E4,aggregate,B4_HA,RMSE,7.061913552416089,3
E4,+1,B4_HA,RMSE,6.354703645399465,3
E4,-1,B4_HA,RMSE,7.515239630476031,3
E4,+1,B4_HA,RMSE,6.354703645399465,5
E4,aggregate,B4_HA,RMSE,7.061913552416089,5
E4,-1,B4_HA,RMSE,7.515239630476031,5
E4,+1,B4_HA,RMSE,6.354703645399465,10
E4,-1,B4_HA,RMSE,7.515239630476031,10
E4,aggregate,B4_HA,RMSE,7.061913552416089,10
E4,-1,B5_XGB,RMSE,5.904150444793672,1
E4,aggregate,B5_XGB,RMSE,5.28718384779004,1
E4,+1,B5_XGB,RMSE,4.247633164906497,1
E4,aggregate,B5_XGB,RMSE,6.170947251920236,3
E4,+1,B5_XGB,RMSE,5.315944356036267,3
E4,-1,B5_XGB,RMSE,6.702399361700252,3
E4,-1,B5_XGB,RMSE,7.023031994000418,5
E4,+1,B5_XGB,RMSE,5.781350424174083,5
E4,aggregate,B5_XGB,RMSE,6.541794075647307,5
E4,aggregate,B5_XGB,RMSE,6.90116900152632,10
E4,+1,B5_XGB,RMSE,6.2267181000872105,10
E4,-1,B5_XGB,RMSE,7.334435150550262,10
E4,+1,LSTM,RMSE,4.108647593743706,1
E4,aggregate,LSTM,RMSE,5.548671616358864,1
E4,-1,LSTM,RMSE,6.120103368921813,1
E4,+1,LSTM,RMSE,5.053139994452943,3
E4,aggregate,LSTM,RMSE,6.3052616077275205,3
E4,-1,LSTM,RMSE,6.824603840034728,3
E4,-1,LSTM,RMSE,7.116709791717004,5
E4,+1,LSTM,RMSE,5.3891623098527965,5
E4,aggregate,LSTM,RMSE,6.606535149659079,5
E4,aggregate,LSTM,RMSE,6.994579813142466,10
E4,-1,LSTM,RMSE,7.515170153818417,10
E4,+1,LSTM,RMSE,5.7590709427522455,10
E4,-1,SpatialConvLSTM,RMSE,6.171646684952483,1
E4,aggregate,SpatialConvLSTM,RMSE,5.598834055621364,1
E4,+1,SpatialConvLSTM,RMSE,4.1575305096427195,1
E4,aggregate,SpatialConvLSTM,RMSE,6.3314367908116225,3
E4,-1,SpatialConvLSTM,RMSE,6.866141664228131,3
